rank,freq,Infinitiv,Unreg,Trans,"Präsens_ich","Präsens_ich*","Präsens_du","Präsens_du*","Präsens_er, sie, es","Präteritum_ich","Präteritum_ich*","Partizip II","Partizip II*","Konjunktiv II_ich","Konjunktiv II_ich*","Imperativ Singular","Imperativ Singular*","Imperativ Singular 2","Imperativ Plural","Imperativ Plural*",Hilfsverb,Hilfsverb*,Bild,"Bild 1","Bild 2","Bild 3","Bild 4"
13928,199,"einfädeln","","","fädele ein","fädle ein","fädelst ein","","fädelt ein","fädelte ein","","eingefädelt","","fädelte ein","","fädele ein","fädle ein","","fädelt ein","",haben,"","","Needle &amp; Thread..jpg|thumb|1|einen [[Faden]] durch eine [[Nadelöhr]] ''einfädeln''","","",""
13949,198,etablieren,"","",etabliere,"",etablierst,"",etabliert,etablierte,"",etabliert,"",etablierte,"",etablier,etabliere,"",etabliert,"",haben,"","","","","",""
13957,198,erhitzen,"","",erhitze,"",erhitzt,"",erhitzt,erhitzte,"",erhitzt,"",erhitzte,"",erhitz,erhitze,"",erhitzt,"",haben,"","","","","",""
13960,198,einstehen,"","","stehe ein","","stehst ein","","steht ein","stand ein","",eingestanden,"","stünde ein","","stehe ein","","","steht ein","",haben,sein,"","","","",""
13964,198,befehligen,"","",befehlige,"",befehligst,"",befehligt,befehligte,"",befehligt,"",befehligte,"",befehlig,befehlige,"",befehligt,"",haben,"","","","","",""
13968,198,touren,"","",toure,"",tourst,"",tourt,tourte,"",getourt,"",tourte,"",toure,"","",tourt,"",haben,sein,"","","","",""
13975,198,symbolisieren,"","",symbolisiere,"",symbolisierst,"",symbolisiert,symbolisierte,"",symbolisiert,"",symbolisierte,"",symbolisier,symbolisiere,"",symbolisiert,"",haben,"","","","","",""
13986,197,fohlen,"","","","","","",fohlt,fohlte,"",gefohlt,"",fohlte,"","","","","","",haben,"","","","","",""
14007,197,deponieren,"","",deponiere,"",deponierst,"",deponiert,deponierte,"",deponiert,"",deponierte,"",deponiere,deponier,"",deponiert,"",haben,"","","","","",""
14022,196,expandieren,"","",expandiere,"",expandierst,"",expandiert,expandierte,"",expandiert,"",expandierte,"",expandier,expandiere,"",expandiert,"",haben,sein,"","","","",""
14036,196,eskalieren,"","",eskaliere,"",eskalierst,"",eskaliert,eskalierte,"",eskaliert,"",eskalierte,"",eskaliere,eskalier,"",eskaliert,"",haben,sein,"","","","",""
14048,196,"verfüttern","","","verfüttere","","verfütterst","","verfüttert","verfütterte","","verfüttert","","verfütterte","","verfütter","verfüttere","","verfüttert","",haben,"","","","","",""
14051,196,rocken,"","",rocke,"",rockst,"",rockt,rockte,"",gerockt,"",rockte,"",rocke,"","",rockt,"",haben,"","","","","",""
14061,196,belagern,"","",belagere,"",belagerst,"",belagert,belagerte,"",belagert,"",belagerte,"",belager,belagere,"",belagert,"",haben,"","Belagerung von Güns.png|mini|1|Güns wurde 1532 von den Osmanen ''belagert''","","","",""
14066,196,regenerieren,"","",regeneriere,"",regenerierst,"",regeneriert,regenerierte,"",regeneriert,"",regenerierte,"",regeneriere,regenerier,"",regeneriert,"",haben,"","","","","",""
14109,195,begutachten,"","",begutachte,"",begutachtest,"",begutachtet,begutachtete,"",begutachtet,"",begutachtete,"",begutachte,begutacht,"",begutachtet,"",haben,"","","","","",""
14110,195,recherchieren,"","",recherchiere,"",recherchierst,"",recherchiert,recherchierte,"",recherchiert,"",recherchierte,"",recherchiere,recherchier,"",recherchiert,"",haben,"","","","","",""
14126,194,bemalen,"","",bemale,"",bemalst,"",bemalt,bemalte,"",bemalt,"",bemalte,"",bemal,bemale,"",bemalt,"",haben,"","","","","",""
14141,194,stranden,"","",strande,"",strandest,"",strandet,strandete,"",gestrandet,"",strandete,"",strande,"","",strandet,"",sein,"","","","","",""
14146,194,vernaschen,"","",vernasche,"",vernaschst,"",vernascht,vernaschte,"",vernascht,"",vernaschte,"",vernasche,vernasch,"",vernascht,"",haben,"","","","","",""
14148,194,hinken,"","",hinke,"",hinkst,"",hinkt,hinkte,"",gehinkt,"",hinkte,"",hink,hinke,"",hinkt,"",haben,"","","","","",""
14152,194,verbiegen,"","",verbiege,"",verbiegst,"",verbiegt,verbog,"",verbogen,"","verböge","",verbieg,verbiege,"",verbiegt,"",haben,"","","","","",""
14199,193,"knüpfen","","","knüpfe","","knüpfst","","knüpft","knüpfte","","geknüpft","","knüpfte","","knüpfe","","","knüpft","",haben,"","Carpet weavers, near Jaipur, India.jpg|thumb|1|einen [[Teppich]] ''knüpfen''","","","",""
14206,193,vereinfachen,"","",vereinfache,"",vereinfachst,"",vereinfacht,vereinfachte,"",vereinfacht,"",vereinfachte,"",vereinfach,vereinfache,"",vereinfacht,"",haben,"","","","","",""
14244,192,klimpern,"","",klimpere,"",klimperst,"",klimpert,klimperte,"",geklimpert,"",klimperte,"",klimpere,"","",klimpert,"",haben,"","","","","",""
14246,192,futtern,"","",futtere,"",futterst,"",futtert,futterte,"",gefuttert,"",futterte,"",futtere,"","",futtert,"",haben,"","","","","",""
14252,192,mithelfen,"","","helfe mit","","hilfst mit","","hilft mit","half mit","",mitgeholfen,"","hülfe mit","","hilf mit","","","helft mit","",haben,"","","","","",""
14309,191,bereichern,"","",bereichere,"",bereicherst,"",bereichert,bereicherte,"",bereichert,"",bereicherte,"",bereichere,"","",bereichert,"",haben,"","","","","",""
14317,190,"verhöhnen","","","verhöhne","","verhöhnst","","verhöhnt","verhöhnte","","verhöhnt","","verhöhnte","","verhöhne","","","verhöhnt","",haben,"","","","","",""
14328,190,delegieren,"","",delegiere,"",delegierst,"",delegiert,delegierte,"",delegiert,"",delegierte,"",delegiere,delegier,"",delegiert,"",haben,"","","","","",""
14329,190,prallen,"","",pralle,"",prallst,"",prallt,prallte,"",geprallt,"",prallte,"",prall,"","",prallt,"",sein,haben,"","","","",""
14337,190,bewerfen,"","",bewerfe,"",bewirfst,"",bewirft,bewarf,"",beworfen,"","bewürfe","",bewirf,"","",bewerft,"",haben,"","","","","",""
14343,190,"aufdrängen","","","dränge auf","","drängst auf","","drängt auf","drängte auf","","aufgedrängt","","drängte auf","","dränge auf","","","drängt auf","",haben,"","","","","",""
14347,190,bowlen,"","",bowle,"",bowlst,"",bowlt,bowlte,"",gebowlt,"",bowlte,"",bowl,"","",bowlt,"",haben,"","Bowlerbowling.JPG|200px|1|Mann, der ''bowlt''","","","",""
14355,189,"kränken","","","kränke","","kränkst","","kränkt","kränkte","","gekränkt","","kränkte","","kränk","kränke","","kränkt","",haben,"","","","","",""
14363,189,heuern,"","",heuere,"",heuerst,"",heuert,heuerte,"",geheuert,"",heuerte,"",heuer,heuere,"",heuert,"",haben,"","","","","",""
14371,189,weiterreden,"","","rede weiter","","redest weiter","","redet weiter","redete weiter","",weitergeredet,"","redete weiter","","red weiter","rede weiter","","redet weiter","",haben,"","","","","",""
14383,189,kennzeichnen,"","",kennzeichne,"",kennzeichnest,"",kennzeichnet,kennzeichnete,"",gekennzeichnet,"",kennzeichnete,"",kennzeichne,"","",kennzeichnet,"",haben,"","","","","",""
14389,189,festmachen,"","","mache fest","","machst fest","","macht fest","machte fest","",festgemacht,"","machte fest","","mach fest","mache fest","","macht fest","",haben,"","","","","",""
14393,189,umbauen,"","","baue um","","baust um","","baut um","baute um","",umgebaut,"","baute um","","baue um","","","baut um","",haben,"","","","","",""
14393,189,umbauen,"","",umbaue,"",umbaust,"",umbaut,umbaute,"",umbaut,"",umbaute,"",umbaue,"","",umbaut,"",haben,"","","","","",""
14415,188,knirschen,"","",knirsche,"",knirschst,"",knirscht,knirschte,"",geknirscht,"",knirschte,"",knirsche,"","",knirscht,"",haben,"","","","","",""
14426,188,verladen,"","",verlade,"","verlädst","","verlädt",verlud,"",verladen,"","verlüde","",verlad,verlade,"",verladet,"",haben,"","","","","",""
14428,188,gabeln,"","",gable,gabele,gabelst,"",gabelt,gabelte,"",gegabelt,"",gabelte,"",gable,gabele,"",gabelt,"",haben,"","Haying.jpg|thumb|2|hier wird Heu ''gegabelt''","","","",""
14445,188,wichsen,"","",wichse,"",wichst,"",wichst,wichste,"",gewichst,"",wichste,"",wichse,"","",wichst,"",haben,"","","","","",""
14452,188,dichten,"","",dichte,"",dichtest,"",dichtet,dichtete,"",gedichtet,"",dichtete,"",dichte,"","",dichtet,"",haben,"","","","","",""
14452,188,dichten,"","",dichte,"",dichtest,"",dichtet,dichtete,"",gedichtet,"",dichtete,"",dichte,"","",dichtet,"",haben,"","","","","",""
14457,188,mindern,"","",mindere,"",minderst,"",mindert,minderte,"",gemindert,"",minderte,"",mindere,"","",mindert,"",haben,"","","","","",""
14463,187,rebellieren,"","",rebelliere,"",rebellierst,"",rebelliert,rebellierte,"",rebelliert,"",rebellierte,"",rebelliere,rebellier,"",rebelliert,"",haben,"","","","","",""
14475,187,pochen,"","",poche,"",pochst,"",pocht,pochte,"",gepocht,"",pochte,"",poche,poch,"",pocht,"",haben,"","","","","",""
14488,187,"mähen","","","mähe","","mähst","","mäht","mähte","","gemäht","","mähte","","mähe","mäh","","mäht","",haben,"","","","","",""
14488,187,"mähen","","","mähe","","mähst","","mäht","mähte","","gemäht","","mähte","","mähe","mäh","","mäht","",haben,"","","","","",""
14513,186,verstauchen,"","",verstauche,"",verstauchst,"",verstaucht,verstauchte,"",verstaucht,"",verstauchte,"",verstauch,verstauche,"",verstaucht,"",haben,"","","","","",""
14517,186,verbarrikadieren,"","",verbarrikadiere,"",verbarrikadierst,"",verbarrikadiert,verbarrikadierte,"",verbarrikadiert,"",verbarrikadierte,"",verbarrikadier,verbarrikadiere,"",verbarrikadiert,"",haben,"","","","","",""
14520,186,"abfüllen","","","fülle ab","füll ab","füllst ab","","füllt ab","füllte ab","","abgefüllt","","füllte ab","","füll ab","fülle ab","","füllt ab","",haben,"","","","","",""
14531,186,triumphieren,"","",triumphiere,"",triumphierst,"",triumphiert,triumphierte,"",triumphiert,"",triumphierte,"",triumphier,triumphiere,"",triumphiert,"",haben,"","","20170218 Kerni 11.jpg|mini|2|das Team Hirscher ''triumphiert'' 2017 in St. Moritz","","",""
14557,185,totlachen,"","","lache tot","","lachst tot","","lacht tot","lachte tot","",totgelacht,"","lachte tot","","lach tot","lache tot","","lacht tot","",haben,"","","","","",""
14567,185,"trügen","","","trüge","","trügst","","trügt",trog,"",getrogen,"","tröge","","trüg","trüge","","trügt","",haben,"","","","","",""
14616,184,festsetzen,"","","setze fest","","setzt fest","","setzt fest","setzte fest","",festgesetzt,"","setzte fest","","setz fest","setze fest","","setzt fest","",haben,"","","","","",""
14637,184,verlagern,"","",verlagere,"",verlagerst,"",verlagert,verlagerte,"",verlagert,"",verlagerte,"",verlagere,"","",verlagert,"",haben,"","","","","",""
14655,184,einfordern,"","","fordere ein","","forderst ein","","fordert ein","forderte ein","",eingefordert,"","forderte ein","","forder ein","fordere ein","","fordert ein","",haben,"","","","","",""
14661,184,"einschläfern","","","schläfere ein","","schläferst ein","","schläfert ein","schläferte ein","","eingeschläfert","","schläferte ein","","schläfer ein","schläfere ein","","schläfert ein","",haben,"","","","","",""
14670,183,veralten,"","",veralte,"",veraltest,"",veraltet,veraltete,"",veraltet,"",veraltete,"",veralte,"","",veraltet,"",sein,"","","","","",""
14679,183,dealen,"","",deale,"",dealst,"",dealt,dealte,"",gedealt,"",dealte,"",deale,deal,"",dealt,"",haben,"","","","","",""
14680,183,versklaven,"","",versklave,"",versklavst,"",versklavt,versklavte,"",versklavt,"",versklavte,"",versklave,"","",versklavt,"",haben,"","","","","",""
14684,183,fortschreiten,"","","schreite fort","","schreitest fort","","schreitet fort","schritt fort","",fortgeschritten,"","schritte fort","","schreite fort","","","schreitet fort","",sein,"","","","","",""
14691,183,"überschwemmen","","","überschwemme","","überschwemmst","","überschwemmt","überschwemmte","","überschwemmt","","überschwemmte","","überschwemme","","","überschwemmt","",haben,"","","Bratislavaminorflood.jpg|thumb|1|Das [[Hochwasser]] der [[Donau]] ''überschwemmt'' bereits den [[Uferweg]].","Bern 2005, das Hochwasser (Altenberg Quartier).jpg|thumb|1|Ein über die [[Ufer]] [[treten|getretener]] [[Fluß]] ''überschwemmt'' in [[Bern]] [[Haus|Häuser]].","",""
14705,183,beaufsichtigen,"","",beaufsichtige,"",beaufsichtigst,"",beaufsichtigt,beaufsichtigte,"",beaufsichtigt,"",beaufsichtigte,"",beaufsichtig,beaufsichtige,"",beaufsichtigt,"",haben,"","","","","",""
14721,183,tendieren,"","",tendiere,"",tendierst,"",tendiert,tendierte,"",tendiert,"",tendierte,"",tendiere,tendier,"",tendiert,"",haben,"","","","","",""
14736,182,quaken,"","",quake,"",quakst,"",quakt,quakte,"",gequakt,"",quakte,"",quake,quak,"",quakt,"",haben,"","","","","",""
14756,182,fechten,"","",fechte,"",fichtst,"",ficht,focht,"",gefochten,"","föchte","",ficht,"","",fechtet,"",haben,"","","Mensur - Dorpat 1820er Jahre.jpg|thumb|1|''fechten''","Le Pechoux v Meinhardt Master de fleuret 2014 t210013.jpg|thumb|1|[[zwei|Zwei]] [[Wettkämpfer]] ''fechten'' auf der [[Planche]].","",""
14765,182,zappeln,"","",zappele,"",zappelst,"",zappelt,zappelte,"",gezappelt,"",zappelte,"",zappele,zappel,"",zappelt,"",haben,"","","","","",""
14780,182,"schärfen","","","schärfe","","schärfst","","schärft","schärfte","","geschärft","","schärfte","","schärfe","schärf","","schärft","",haben,"","","Sharpening Angle Guide.jpeg |thumb|1b|''schärfen'' eines [[Messer]]s auf einem [[Schleifstein]]","Oficios - Trades.jpg|thumb|1b|eine [[Axt]] ''schärfen''","",""
14783,181,verneigen,"","",verneige,"",verneigst,"",verneigt,verneigte,"",verneigt,"",verneigte,"",verneig,verneige,"",verneigt,"",haben,"","","","","",""
14799,181,genesen,"","",genese,"",genest,"",genest,genas,"",genesen,"","genäse","",genese,"","",genest,"",sein,"","","","","",""
14813,181,schwirren,"","",schwirre,"",schwirrst,"",schwirrt,schwirrte,"",geschwirrt,"",schwirrte,"",schwirr,schwirre,"",schwirrt,"",sein,"","","","","",""
14819,181,statuieren,"","",statuiere,"",statuierst,"",statuiert,statuierte,"",statuiert,"",statuierte,"",statuiere,statuier,"",statuiert,"",haben,"","","","","",""
14849,180,positionieren,"","",positioniere,"",positionierst,"",positioniert,positionierte,"",positioniert,"",positionierte,"",positionier,positioniere,"",positioniert,"",haben,"","","","","",""
14854,180,frittieren,"","",frittiere,"",frittierst,"",frittiert,frittierte,"",frittiert,"",frittierte,"",frittiere,frittier,"",frittiert,"",haben,"","","","","",""
14859,180,entwaffnen,"","",entwaffne,"",entwaffnest,"",entwaffnet,entwaffnete,"",entwaffnet,"",entwaffnete,"",entwaffne,"","",entwaffnet,"",haben,"","","","","",""
14874,180,nachladen,"","","lade nach","","lädst nach","","lädt nach","lud nach","",nachgeladen,"","lüde nach","","lad nach","lade nach","","ladet nach","",haben,"","","","","",""
14875,180,fehlschlagen,X,"","","","","","schlägt fehl","schlug fehl","",fehlgeschlagen,"","schlüge fehl","","","","","","",sein,"","","","","",""
14880,180,"erblühen","","","erblühe","","erblühst","","erblüht","erblühte","","erblüht","","erblühte","","erblüh","erblühe","","erblüht","",sein,"","","","","",""
14881,180,faseln,"","",fasele,fasle,faselst,"",faselt,faselte,"",gefaselt,"",faselte,"",fasel,"","",faselt,"",haben,"","","","","",""
14882,180,umsteigen,"","","steige um","","steigst um","","steigt um","stieg um","",umgestiegen,"","stiege um","","steig um","","","steigt um","",sein,"","","","","",""
14888,180,verklingen,"","",verklinge,"",verklingst,"",verklingt,verklang,"",verklungen,"","verklänge","",verklinge,verkling,"",verklingt,"",sein,"","","","","",""
14900,179,sterilisieren,"","",sterilisiere,"",sterilisierst,"",sterilisiert,sterilisierte,"",sterilisiert,"",sterilisierte,"",sterilisier,sterilisiere,"",sterilisiert,"",haben,"","A method for sterilizing 01.JPG|mini|1|eine alte Methode, um Instrumente zu ''sterilisieren''","","","",""
14924,179,detonieren,"","",detoniere,"",detonierst,"",detoniert,detonierte,"",detoniert,"",detonierte,"",detoniere,detonier,"",detoniert,"",sein,"","","","","",""
14925,179,bleichen,"","",bleiche,"",bleichst,"",bleicht,bleichte,"",gebleicht,"",bleichte,"",bleich,bleiche,"",bleicht,"",haben,"","","","","",""
14925,179,bleichen,"","",bleiche,"",bleichst,"",bleicht,bleichte,blich,gebleicht,geblichen,bleichte,bliche,bleich,bleiche,"",bleicht,"",sein,"","","","","",""
14932,179,anbrennen,"","","brenne an","","brennst an","","brennt an","brannte an","",angebrannt,"","brennte an","","brenn an","brenne an","","brennt an","",haben,sein,"","","","",""
14933,179,leidtun,"","","tu leid","tue leid","tust leid","","tut leid","tat leid","",leidgetan,"","täte leid","","tu leid","tue leid","","tut leid","",haben,"","","","","",""
14935,179,"überbieten","","","überbiete","","überbietest","","überbietet","überbot","","überboten","","überböte","","überbiet","überbiete","","überbietet","",haben,"","","","","",""
14937,179,salutieren,"","",salutiere,"",salutierst,"",salutiert,salutierte,"",salutiert,"",salutierte,"",salutier,salutiere,"",salutiert,"",haben,"","Flickr - The U.S. Army - WWII veterans and Soldiers remember the Battle of the Bulge.jpg|thumb|1|[[fünf]] [[Soldat]]en ''salutieren''","","","",""
14947,179,wiedererlangen,"","","erlange wieder","","erlangst wieder","","erlangt wieder","erlangte wieder","",wiedererlangt,"","erlangte wieder","","erlang wieder","erlange wieder","","erlangt wieder","",haben,"","","","","",""
14948,179,"beglücken","","","beglücke","","beglückst","","beglückt","beglückte","","beglückt","","beglückte","","beglück","beglücke","","beglückt","",haben,"","","","","",""
14971,178,ausdrucken,"","","drucke aus","","druckst aus","","druckt aus","druckte aus","",ausgedruckt,"","druckte aus","","druck aus","drucke aus","","druckt aus","",haben,"","","","","",""
14982,178,"ködern","","","ködere","","köderst","","ködert","köderte","","geködert","","köderte","","ködere","","","ködert","",haben,"","","","","",""
14998,178,"knöpfen","","","knöpfe","","knöpfst","","knöpft","knöpfte","","geknöpft","","knöpfte","","knöpf","knöpfe","","knöpft","",haben,"","","","","",""
15011,178,zwinkern,"","",zwinkere,"",zwinkerst,"",zwinkert,zwinkerte,"",gezwinkert,"",zwinkerte,"",zwinkere,"","",zwinkert,"",haben,"","Eye opening and closing.gif|thumb|1|Ein ''zwinkerndes'' Auge (in Slow-motion)","","","",""
15013,177,bekehren,"","",bekehre,"",bekehrst,"",bekehrt,bekehrte,"",bekehrt,"",bekehrte,"",bekehre,"","",bekehrt,"",haben,"","","","","",""
15022,177,"wohlfühlen","","","fühle wohl","","fühlst wohl","","fühlt wohl","fühlte wohl","","wohlgefühlt","","fühlte wohl","","fühl wohl","fühle wohl","","fühlt wohl","",haben,"","","","","",""
15028,177,aufsitzen,"","","sitze auf","","sitzt auf","","sitzt auf","saß auf","",aufgesessen,"","säße auf","","sitz auf","","","sitzt auf","",haben,sein,"","","","",""
15033,177,letzen,"","",letze,"",letzt,"",letzt,letzte,"",geletzt,"",letzte,"",letz,letze,"",letzt,"",haben,"","","","","",""
15035,177,baumeln,"","",baumle,"",baumelst,"",baumelt,baumelte,"",gebaumelt,"",baumelte,"",baumle,"","",baumelt,"",haben,sein,"","","","",""
15041,177,imponieren,"","",imponiere,"",imponierst,"",imponiert,imponierte,"",imponiert,"",imponierte,"",imponiere,imponier,"",imponiert,"",haben,"","","","","",""
15055,177,"zügeln","","","zügle","","zügelst","","zügelt","zügelte","","gezügelt","","zügelte","","zügle","","","zügelt","",haben,sein,"","","","",""
15085,176,anbaggern,"","","bagger an","baggere an","baggerst an","","baggert an","baggerte an","",angebaggert,"","baggerte an","","bagger an","baggere an","","baggert an","",haben,"","","","","",""
15088,176,"verunglücken","","","verunglücke","","verunglückst","","verunglückt","verunglückte","","verunglückt","","verunglückte","","verunglück","verunglücke","","verunglückt","",sein,"","","","","",""
15099,176,ausmalen,"","","male aus","","malst aus","","malt aus","malte aus","",ausgemalt,"","malte aus","","mal aus","male aus","","malt aus","",haben,"","","","","",""
15121,175,nachtragen,"","","trage nach","","trägst nach","","trägt nach","trug nach","",nachgetragen,"","trüge nach","","trag nach","trage nach","","tragt nach","",haben,"","","","","",""
15122,175,"grübeln","","","grübele","grüble","grübelst","","grübelt","grübelte","","gegrübelt","","grübelte","","grübele","grüble","","grübelt","",haben,"","","","","",""
15127,175,annullieren,"","",annulliere,"",annullierst,"",annulliert,annullierte,"",annulliert,"",annullierte,"",annulliere,annullier,"",annulliert,"",haben,"","","","","",""
15133,175,aktualisieren,"",X,aktualisiere,"",aktualisierst,"",aktualisiert,aktualisierte,"",aktualisiert,"",aktualisierte,"",aktualisiere,aktualisier,"",aktualisiert,"",haben,"","","","","",""
15145,175,lichten,"","",lichte,"",lichtest,"",lichtet,lichtete,"",gelichtet,"",lichtete,"",licht,lichte,"",lichtet,"",haben,"","","","","",""
15161,175,"überkommen","","","komme über","","kommst über","","kommt über","kam über","","übergekommen","","käme über","","komm über","komme über","","kommt über","",sein,"","","","","",""
15161,175,"überkommen","","","überkomme","","überkommst","","überkommt","überkam","","überkommen","","überkäme","","überkomme","","","überkommt","überkommet",haben,"","","","","",""
15167,174,abbezahlen,"","","bezahle ab","","bezahlst ab","","bezahlt ab","bezahlte ab","",abbezahlt,"","bezahlte ab","","bezahl ab","bezahle ab","","bezahlt ab","",haben,"","","","","",""
15198,174,rupfen,"","",rupfe,"",rupfst,"",rupft,rupfte,"",gerupft,"",rupfte,"",rupf,rupfe,"",rupft,"",haben,"","Nicholas Maes- Woman Plucking a Duck-1656.jpg|mini|1|sie ''rupft''","","","",""
15219,174,verbleiben,"","",verbleibe,"",verbleibst,"",verbleibt,verblieb,"",verblieben,"",verbliebe,"",verbleibe,"","",verbleibt,"",sein,"","","","","",""
15257,173,kommentieren,"","",kommentiere,"",kommentierst,"",kommentiert,kommentierte,"",kommentiert,"",kommentierte,"",kommentiere,kommentier,"",kommentiert,"",haben,"","","","","",""
15277,172,bolzen,"","",bolze,"",bolzt,"",bolzt,bolzte,"",gebolzt,"",bolzte,"",bolz,bolze,"",bolzt,"",haben,"","","","","",""
15282,172,zermalmen,"","",zermalme,"",zermalmst,"",zermalmt,zermalmte,"",zermalmt,"",zermalmte,"",zermalme,"","",zermalmt,"",haben,"","","","","",""
15302,172,vorweisen,"","","weise vor","","weist vor","","weist vor","wies vor","",vorgewiesen,"","wiese vor","","weis vor","weise vor","","weist vor","",haben,"","","","","",""
15305,172,beflecken,"","",beflecke,"",befleckst,"",befleckt,befleckte,"",befleckt,"",befleckte,"",befleck,beflecke,"",befleckt,"",haben,"","","","","",""
15321,172,"ergänzen","","","ergänze","","ergänzt","","ergänzt","ergänzte","","ergänzt","","ergänzte","","ergänze","","","ergänzt","",haben,"","","","","",""
15327,172,vollstopfen,"","","stopfe voll","","stopfst voll","","stopft voll","stopfte voll","",vollgestopft,"","stopfte voll","","stopf voll","stopfe voll","","stopft voll","",haben,"","","","","",""
15332,171,haften,"","",hafte,"",haftest,"",haftet,haftete,"",gehaftet,"",haftete,"",haft,hafte,"",haftet,"",haben,"","","","","",""
15332,171,haften,"","",hafte,"",haftest,"",haftet,haftete,"",gehaftet,"",haftete,"",haft,hafte,"",haftet,"",haben,"","","","","",""
15333,171,verfliegen,"","",verfliege,"",verfliegst,"",verfliegt,verflog,"",verflogen,"","verflöge","",verflieg,verfliege,"",verfliegt,"",haben,sein,"","","","",""
15368,171,runterlassen,"","","lasse runter","","lässt runter","","lässt runter","ließ runter","",runtergelassen,"","ließe runter","","lass runter","lasse runter","","lasst runter","lasset runter",haben,"","","","","",""
15379,171,verschanzen,"","",verschanze,"",verschanzt,"",verschanzt,verschanzte,"",verschanzt,"",verschanzte,"",verschanz,"","",verschanzt,"",haben,"","","","","",""
15391,170,lahmlegen,"","","lege lahm","","legst lahm","","legt lahm","legte lahm","",lahmgelegt,"","legte lahm","","leg lahm","lege lahm","","legt lahm","",haben,"","","","","",""
15413,170,konvertieren,"","",konvertiere,"",konvertierst,"",konvertiert,konvertierte,"",konvertiert,"",konvertierte,"",konvertiere,konvertier,"",konvertiert,"",haben,sein,"","","","",""
15414,170,"zerdrücken","","","zerdrücke","","zerdrückst","","zerdrückt","zerdrückte","","zerdrückt","","zerdrückte","","zerdrück","zerdrücke","","zerdrückt","",haben,"","","","","",""
15418,170,ausstrahlen,"","","strahle aus","","strahlst aus","","strahlt aus","strahlte aus","",ausgestrahlt,"","strahlte aus","","strahl aus","strahle aus","","strahlt aus","",haben,"","","","","",""
15419,170,kapern,"","",kapere,"",kaperst,"",kapert,kaperte,"",gekapert,"",kaperte,"",kapere,"","",kapert,"",haben,"","Capture of Nereide.jpg|250px|1|Ein Schiff wird ''gekapert.''","","","",""
15420,170,verwerfen,"","",verwerfe,"",verwirfst,"",verwirft,verwarf,"",verworfen,"","verwürfe","",verwirf,"","",verwerft,"",haben,"","","","","",""
15424,170,einzahlen,"","","zahle ein","","zahlst ein","","zahlt ein","zahlte ein","",eingezahlt,"","zahlte ein","","zahl ein","zahle ein","","zahlt ein","",haben,"","","","","",""
15425,170,blinken,"","",blinke,"",blinkst,"",blinkt,blinkte,"",geblinkt,"",blinkte,"",blink,blinke,"",blinkt,"",haben,"","A blink program through LED.gif|thumb|1|eine [[LED]], die ''blinkt''","","","",""
15432,170,fertigstellen,"","","stelle fertig","","stellst fertig","","stellt fertig","stellte fertig","",fertiggestellt,"","stellte fertig","","stell fertig","stelle fertig","","stellt fertig","",haben,"","","","","",""
15433,170,"ausstoßen","","","stoße aus","","stößt aus","","stößt aus","stieß aus","","ausgestoßen","","stieße aus","","stoße aus","","","stoßt aus","",haben,"","","","","",""
15439,170,aufblasen,"","","blase auf","","bläst auf","","bläst auf","blies auf","",aufgeblasen,"","bliese auf","","blase auf","blas auf","","blast auf","",haben,"","","","","",""
15441,170,managen,"","",manage,"",managst,"",managt,managte,"",gemanagt,"",managte,"",manage,"","",managt,"",haben,"","","","","",""
15447,169,erhellen,"","",erhelle,"",erhellst,"",erhellt,erhellte,"",erhellt,"",erhellte,"",erhell,erhelle,"",erhellt,"",haben,"","","","","",""
15448,169,zugucken,"","","gucke zu","","guckst zu","","guckt zu","guckte zu","",zugeguckt,"","guckte zu","","guck zu","gucke zu","","guckt zu","",haben,"","","","","",""
15466,169,ausspannen,"","","spanne aus","","spannst aus","","spannt aus","spannte aus","",ausgespannt,"","spannte aus","","spannt aus","spanne aus","","spannt aus","",haben,"","","","","",""
15471,169,krabbeln,"","",krabble,krabbele,krabbelst,"",krabbelt,krabbelte,"",gekrabbelt,"",krabbelte,"",krabble,krabbele,"",krabbelt,"",sein,haben,"Leyla 3455.jpg|250px|1|Ein Kleinkind, das ''krabbelt''","","","",""
15472,169,demolieren,"","",demoliere,"",demolierst,"",demoliert,demolierte,"",demoliert,"",demolierte,"",demolier,demoliere,"",demoliert,"",haben,"","","","","",""
15478,169,"entblößen","","","entblöße","","entblößt","","entblößt","entblößte","","entblößt","","entblößte","","entblöße","","","entblößt","",haben,"","","","","",""
15486,169,konsultieren,"","",konsultiere,"",konsultierst,"",konsultiert,konsultierte,"",konsultiert,"",konsultierte,"",konsultiere,konsultier,"",konsultiert,"",haben,"","","","","",""
15498,169,stampfen,"","",stampfe,"",stampfst,"",stampft,stampfte,"",gestampft,"",stampfte,"",stampf,"","",stampft,"",haben,"","","","","",""
15499,169,bereitstellen,"","","stelle bereit","","stellst bereit","","stellt bereit","stellte bereit","",bereitgestellt,"","stellte bereit","","stelle bereit","","","stellt bereit","",haben,"","","","","",""
15513,169,messern,"","",messere,"",messerst,"",messert,messerte,"",gemessert,"",messerte,"",messer,"","",messert,"",haben,"","","","","",""
15519,168,absolvieren,"","",absolviere,"",absolvierst,"",absolviert,absolvierte,"",absolviert,"",absolvierte,"",absolviere,absolvier,"",absolviert,"",haben,"","","","","",""
